"player_id","full_name","first_name","last_name","position","height","weight","birthdate","country","is_active","last_updated_at"
201939,"Stephen Curry","Stephen","Curry","G",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:31.285828-06"
1642366,"Quinten Post","Quinten","Post","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1629013,"Landry Shamet","Landry","Shamet","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1628970,"Miles Bridges","Miles","Bridges","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1628973,"Jalen Brunson","Jalen","Brunson","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
202710,"Jimmy Butler III","Jimmy","Butler III","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.723572-06"
203500,"Steven Adams","Steven","Adams","C",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:08:38.663599-06"
201567,"Kevin Love","Kevin","Love","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
203903,"Jordan Clarkson","Jordan","Clarkson","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1642954,"Will Richard","Will","Richard","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1631222,"Jake LaRavia","Jake","LaRavia","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1641764,"Brandin Podziemski","Brandin","Podziemski","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1630256,"Jae'Sean Tate","Jae'Sean","Tate","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1626192,"Pat Connaughton","Pat","Connaughton","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
203935,"Marcus Smart","Marcus","Smart","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1629008,"Michael Porter Jr.","Michael","Porter Jr.","F",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:40:55.585703-06"
1642879,"Ben Saraf","Ben","Saraf","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1642281,"Jaylon Tyson","Jaylon","Tyson","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1628386,"Jarrett Allen","Jarrett","Allen","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1641731,"Bilal Coulibaly","Bilal","Coulibaly","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1642933,"Keshon Gilbert","Keshon","Gilbert","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1627827,"Dorian Finney-Smith","Dorian","Finney-Smith","",NULL,NULL,NULL,NULL,NULL,"2026-02-11 16:39:50.529114-06"
1631120,"JD Davison","JD","Davison","",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:40:56.624565-06"
1642885,"Mohamed Diawara","Mohamed","Diawara","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1629011,"Mitchell Robinson","Mitchell","Robinson","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1642278,"Tyler Kolek","Tyler","Kolek","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1629029,"Luka Dončić","Luka","Dončić","G",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:31.285828-06"
1642851,"Kon Knueppel","Kon","Knueppel","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1641717,"Cason Wallace","Cason","Wallace","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1631217,"Moussa Diabaté","Moussa","Diabaté","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1627741,"Buddy Hield","Buddy","Hield","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1629216,"Gabe Vincent","Gabe","Vincent","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1627936,"Alex Caruso","Alex","Caruso","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
203991,"Clint Capela","Clint","Capela","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1631205,"Buddy Boeheim","Buddy","Boeheim","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1630526,"Jeremiah Robinson-Earl","Jeremiah","Robinson-Earl","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:09:26.372685-06"
1641998,"Trey Jemison III","Trey","Jemison III","",NULL,NULL,NULL,NULL,NULL,"2026-02-11 16:39:49.816555-06"
1629006,"Josh Okogie","Josh","Okogie","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
201145,"Jeff Green","Jeff","Green","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1628988,"Aaron Holiday","Aaron","Holiday","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1630625,"Dalano Banton","Dalano","Banton","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1642354,"KJ Simpson","KJ","Simpson","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:58:58.610877-06"
1642862,"Liam McNeeley","Liam","McNeeley","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:02.171089-06"
1630284,"Kevon Harris","Kevon","Harris","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:53:53.19516-06"
1631133,"Jabari Walker","Jabari","Walker","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.019353-06"
1630224,"Jalen Green","Jalen","Green","",NULL,NULL,NULL,NULL,NULL,"2026-02-11 16:39:51.215915-06"
1642843,"Cooper Flagg","Cooper","Flagg","F",NULL,NULL,NULL,NULL,NULL,"2026-02-11 16:39:51.215915-06"
1630230,"Naji Marshall","Naji","Marshall","F",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1629023,"P.J. Washington","P.J.","Washington","F",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1642268,"Isaiah Collier","Isaiah","Collier","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1629655,"Daniel Gafford","Daniel","Gafford","C",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1630178,"Tyrese Maxey","Tyrese","Maxey","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1642348,"Justin Edwards","Justin","Edwards","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1631108,"Max Christie","Max","Christie","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1630314,"Brandon Williams","Brandon","Williams","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1628389,"Bam Adebayo","Bam","Adebayo","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
202691,"Klay Thompson","Klay","Thompson","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1642276,"Kel'el Ware","Kel'el","Ware","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1631323,"Simone Fontecchio","Simone","Fontecchio","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1630243,"Trevelin Queen","Trevelin","Queen","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:28.356643-06"
1626181,"Norman Powell","Norman","Powell","",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:41:12.577212-06"
1631094,"Paolo Banchero","Paolo","Banchero","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
1641780,"Johni Broome","Johni","Broome","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1630558,"Davion Mitchell","Davion","Mitchell","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1631170,"Jaime Jaquez Jr.","Jaime","Jaquez Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1628976,"Wendell Carter Jr.","Wendell","Carter Jr.","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
1629312,"Haywood Highsmith","Haywood","Highsmith","F",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.723572-06"
203482,"Kelly Olynyk","Kelly","Olynyk","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1642857,"Kasparas Jakučionis","Kasparas","Jakučionis","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1641710,"Anthony Black","Anthony","Black","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
1630322,"Lindy Waters III","Lindy","Waters III","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:31.285828-06"
1630591,"Jalen Suggs","Jalen","Suggs","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
1641783,"Tristan da Silva","Tristan","da Silva","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
1630532,"Franz Wagner","Franz","Wagner","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
1627742,"Brandon Ingram","Brandon","Ingram","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630619,"Moussa Cisse","Moussa","Cisse","",NULL,NULL,NULL,NULL,NULL,"2026-02-06 08:34:15.552732-06"
1627751,"Jakob Poeltl","Jakob","Poeltl","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1629048,"Goga Bitadze","Goga","Bitadze","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
1642272,"Jared McCain","Jared","McCain","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1628371,"Jonathan Isaac","Jonathan","Isaac","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
204001,"Kristaps Porziņģis","Kristaps","Porziņģis","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1641726,"Dereck Lively II","Dereck","Lively II","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:31.285828-06"
1631110,"Jeremy Sochan","Jeremy","Sochan","",NULL,NULL,NULL,NULL,NULL,"2026-02-11 16:39:51.906771-06"
1631213,"Tyrese Martin","Tyrese","Martin","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:39.485509-06"
1631107,"Nikola Jović","Nikola","Jović","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1630577,"Julian Champagnie","Julian","Champagnie","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1642849,"Nolan Traore","Nolan","Traore","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1642874,"Danny Wolf","Danny","Wolf","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1629656,"Quentin Grimes","Quentin","Grimes","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:31.285828-06"
1642258,"Zaccharie Risacher","Zaccharie","Risacher","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1626179,"Terry Rozier","Terry","Rozier","G",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.723572-06"
1642876,"Adou Thiero","Adou","Thiero","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1642884,"Vladislav Goldin","Vladislav","Goldin","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
203076,"Anthony Davis","Anthony","Davis","F",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:04:04.535289-06"
1628369,"Jayson Tatum","Jayson","Tatum","F",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:26.800284-06"
1630592,"Jalen Wilson","Jalen","Wilson","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1642352,"Keshad Johnson","Keshad","Johnson","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1642962,"Drake Powell","Drake","Powell","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1630173,"Precious Achiuwa","Precious","Achiuwa","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
1626196,"Josh Richardson","Josh","Richardson","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.723572-06"
203952,"Andrew Wiggins","Andrew","Wiggins","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1629636,"Darius Garland","Darius","Garland","G",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:04:48.090068-06"
1631230,"Dominick Barlow","Dominick","Barlow","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1631223,"David Roddy","David","Roddy","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:26.800284-06"
1630217,"Desmond Bane","Desmond","Bane","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
200768,"Kyle Lowry","Kyle","Lowry","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1642845,"VJ Edgecombe","VJ","Edgecombe","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
201959,"Taj Gibson","Taj","Gibson","C",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:28.356643-06"
203084,"Harrison Barnes","Harrison","Barnes","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1627736,"Malik Beasley","Malik","Beasley","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:27.630613-06"
1628998,"Cody Martin","Cody","Martin","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:28.356643-06"
203995,"Vasilije Micić","Vasilije","Micić","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:28.356643-06"
1631197,"Jared Rhoden","Jared","Rhoden","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:28.356643-06"
202692,"Alec Burks","Alec","Burks","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.723572-06"
1630346,"Matt Ryan","Matt","Ryan","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:29.095534-06"
1626166,"Cameron Payne","Cameron","Payne","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:29.095534-06"
1642359,"Pacôme Dadiet","Pacôme","Dadiet","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:29.095534-06"
1641796,"Pelle Larsson","Pelle","Larsson","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.723572-06"
202709,"Cory Joseph","Cory","Joseph","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
203954,"Joel Embiid","Joel","Embiid","C",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
1631103,"Malaki Branham","Malaki","Branham","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:38.442634-06"
1642917,"Max Shulga","Max","Shulga","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:48.916282-06"
1642050,"Jackson Rowe","Jackson","Rowe","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:55:56.587075-06"
1642907,"Cedric Coward","Cedric","Coward","G",NULL,NULL,NULL,NULL,NULL,"2026-02-10 00:01:15.875436-06"
1630188,"Jalen Smith","Jalen","Smith","C",NULL,NULL,NULL,NULL,NULL,"2026-02-06 08:34:13.669617-06"
1626162,"Kelly Oubre Jr.","Kelly","Oubre Jr.","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
203999,"Nikola Jokić","Nikola","Jokić","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1629684,"Grant Williams","Grant","Williams","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1627750,"Jamal Murray","Jamal","Murray","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1641724,"Jett Howard","Jett","Howard","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
202331,"Paul George","Paul","George","F",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
1626153,"Delon Wright","Delon","Wright","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:29.835625-06"
202696,"Nikola Vučević","Nikola","Vučević","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1641709,"Ausar Thompson","Ausar","Thompson","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630568,"Luka Garza","Luka","Garza","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1628991,"Jaren Jackson Jr.","Jaren","Jackson Jr.","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
1629723,"John Konchar","John","Konchar","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1628975,"Jevon Carter","Jevon","Carter","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
1628981,"Bruno Fernando","Bruno","Fernando","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:29.835625-06"
201988,"Patty Mills","Patty","Mills","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:30.563168-06"
1631096,"Chet Holmgren","Chet","Holmgren","C",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1630245,"Ayo Dosunmu","Ayo","Dosunmu","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1630182,"Josh Green","Josh","Green","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1630180,"Saddiq Bey","Saddiq","Bey","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1641705,"Victor Wembanyama","Victor","Wembanyama","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1629627,"Zion Williamson","Zion","Williamson","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1629626,"Bol Bol","Bol","Bol","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:30.563168-06"
202699,"Tobias Harris","Tobias","Harris","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630288,"Jeff Dowtin Jr.","Jeff","Dowtin Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
1642484,"RayJ Dennis","RayJ","Dennis","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:08:24.592144-06"
1642852,"Derik Queen","Derik","Queen","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1627814,"Damion Lee","Damion","Lee","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:30.563168-06"
1629130,"Duncan Robinson","Duncan","Robinson","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630595,"Cade Cunningham","Cade","Cunningham","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630171,"Isaac Okoro","Isaac","Okoro","F",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:41:11.533772-06"
1630531,"Jaden Springer","Jaden","Springer","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:52:20.069152-06"
1630530,"Trey Murphy III","Trey","Murphy III","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
202681,"Kyrie Irving","Kyrie","Irving","G",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:31.285828-06"
201569,"Eric Gordon","Eric","Gordon","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
1630529,"Herbert Jones","Herbert","Jones","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1630583,"Santi Aldama","Santi","Aldama","C",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:51.949275-06"
203501,"Tim Hardaway Jr.","Tim","Hardaway Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
203915,"Spencer Dinwiddie","Spencer","Dinwiddie","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:31.285828-06"
1642914,"Javon Small","Javon","Small","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 00:01:15.875436-06"
1630598,"Aaron Wiggins","Aaron","Wiggins","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1628971,"Bruce Brown","Bruce","Brown","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1630556,"Kessler Edwards","Kessler","Edwards","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:31.285828-06"
202693,"Markieff Morris","Markieff","Morris","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:31.285828-06"
202685,"Jonas Valančiūnas","Jonas","Valančiūnas","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1628392,"Isaiah Hartenstein","Isaiah","Hartenstein","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
1629645,"Kevin Porter Jr.","Kevin","Porter Jr.","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1627747,"Caris LeVert","Caris","LeVert","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1642847,"Jeremiah Fears","Jeremiah","Fears","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1641842,"Ronald Holland II","Ronald","Holland II","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:27.630613-06"
1629673,"Jordan Poole","Jordan","Poole","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:42.550391-06"
1641809,"Drew Peterson","Drew","Peterson","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:26.800284-06"
1642377,"Jaylen Wells","Jaylen","Wells","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1642461,"Spencer Jones","Spencer","Jones","F",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:46.888631-06"
203083,"Andre Drummond","Andre","Drummond","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1628989,"Kevin Huerter","Kevin","Huerter","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
